Retailer Name,Retailer ID,Invoice Date,Region,State,District,Product,Price per Unit (INR),Units Sold,Total Sales (INR),Operating Profit (INR),Sales Method
Exclusive Walk Company,80530,11/14/2018,South,Tamil Nadu,Coimbatore,Boots,733,4,2932,676.199169,Online
Top Footwear Co,33817,3/22/2020,South,Tamil Nadu,Madurai,Sandals,3188,18,57384,9075.078641,Offline
Fresh Style Store,31353,4/27/2023,South,Tamil Nadu,Coimbatore,Sneakers,1948,39,75972,20676.66489,Online
Great Journey Outlet,64642,11/27/2022,South,Tamil Nadu,Chennai,Sandals,3209,81,259929,54212.41178,Offline
Top Footwear Co,33817,10/27/2021,South,Tamil Nadu,Coimbatore,Heels,1516,37,56092,6149.55917,Online
Top Style Co,28078,12/5/2019,West,Maharashtra,Pune,Formal Shoes,4772,38,181336,23513.19353,Offline
Exclusive Fashion Company,17588,5/25/2021,North,Punjab,Jalandhar,Heels,4816,44,211904,22048.03161,Offline
Exclusive Journey Hub,59580,1/13/2023,South,Tamil Nadu,Chennai,Sneakers,2008,27,54216,6376.150423,Online
Exclusive Step Store,58842,11/2/2020,East,West Bengal,Howrah,Sandals,2862,83,237546,44827.39366,Offline
Prime Run Co,20463,7/30/2020,South,Karnataka,Bengaluru,Formal Shoes,1331,8,10648,1676.216654,Online
Reliable Shoe Co,28024,8/18/2021,South,Tamil Nadu,Chennai,Formal Shoes,2784,80,222720,38876.45087,Offline
Reliable Style Boutique,71882,10/11/2018,North,Punjab,Amritsar,Formal Shoes,2293,48,110064,22394.72748,Online
New Step Hub,12630,2/22/2020,East,West Bengal,Kolkata,Formal Shoes,4736,4,18944,3970.243047,Online
Great Step Co,54022,1/6/2023,West,Maharashtra,Mumbai,Sneakers,700,71,49700,14132.61434,Online
Top Fashion Outlet,39127,11/17/2020,West,Maharashtra,Mumbai,Formal Shoes,1222,40,48880,12898.32049,Online
Fresh Style Hub,65840,12/20/2018,South,Tamil Nadu,Madurai,Formal Shoes,848,87,73776,15274.55904,Online
Urban Shoe Place,48908,7/18/2023,East,West Bengal,Howrah,Sandals,4922,85,418370,58255.33448,Offline
Reliable Walk Boutique,25626,7/1/2020,South,Tamil Nadu,Coimbatore,Formal Shoes,1093,6,6558,907.3033525,Offline
Great Fashion Hub,10423,1/27/2023,South,Tamil Nadu,Coimbatore,Sneakers,1979,90,178110,28440.12789,Offline
Urban Trend Outlet,68365,6/27/2019,West,Maharashtra,Mumbai,Heels,3584,98,351232,75327.40792,Offline
Quality Journey Mart,98714,8/15/2019,East,West Bengal,Howrah,Boots,2146,45,96570,21567.62274,Offline
Urban Run Co,11736,6/24/2019,West,Maharashtra,Mumbai,Heels,3919,46,180274,22033.56356,Offline
Great Run Outlet,21965,5/17/2020,South,Tamil Nadu,Chennai,Heels,3304,43,142072,25056.41759,Offline
Prime Run Company,29246,1/4/2022,East,West Bengal,Howrah,Formal Shoes,1961,36,70596,15207.41615,Offline
Quality Path Co,99670,5/17/2019,West,Maharashtra,Mumbai,Sandals,2940,98,288120,79999.13625,Online
New Step Hub,12630,10/14/2018,South,Karnataka,Mysore,Sneakers,4439,61,270779,28467.13057,Online
Urban Style Place,37451,12/9/2020,East,West Bengal,Howrah,Formal Shoes,1576,54,85104,22104.24188,Offline
Fresh Path Mart,30299,9/6/2020,South,Karnataka,Hubli,Formal Shoes,4641,90,417690,61462.71593,Offline
Prime Fashion Outlet,76367,9/16/2020,East,West Bengal,Darjeeling,Sandals,2513,18,45234,12844.94027,Offline
Quality Style Hub,41615,10/7/2022,South,Karnataka,Mysore,Formal Shoes,3335,96,320160,74583.80001,Offline
Urban Step Mart,19093,7/3/2018,West,Maharashtra,Pune,Sandals,2232,89,198648,56369.95614,Offline
Best Trend Co,22065,7/5/2022,East,West Bengal,Darjeeling,Sandals,2977,17,50609,15056.59661,Online
Best Shoe Outlet,21625,3/15/2020,South,Karnataka,Bengaluru,Heels,3361,61,205021,21650.26538,Online
Top Footwear Hub,65756,4/21/2021,North,Punjab,Ludhiana,Sandals,2877,24,69048,16431.88665,Offline
Reliable Journey Store,89527,5/25/2023,West,Maharashtra,Mumbai,Boots,1270,33,41910,7855.224669,Online
Prime Shoe Place,51233,8/22/2020,East,West Bengal,Kolkata,Heels,3876,6,23256,6343.338799,Online
Best Fashion Boutique,78261,2/3/2019,South,Tamil Nadu,Chennai,Sneakers,3856,86,331616,77248.74519,Online
Top Shoe Store,84985,7/7/2023,South,Karnataka,Mysore,Sneakers,4179,88,367752,83404.2017,Offline
Best Walk Emporium,60336,5/20/2019,West,Maharashtra,Nagpur,Sneakers,1226,68,83368,21016.28988,Online
Top Footwear Co,33817,3/25/2020,East,West Bengal,Kolkata,Sandals,3134,55,172370,47087.75463,Offline
Prime Trend Mart,45695,8/15/2021,North,Punjab,Ludhiana,Formal Shoes,3262,23,75026,16390.51393,Offline
Great Path Outlet,68821,11/28/2018,West,Maharashtra,Nagpur,Sandals,3338,65,216970,33283.55596,Online
Prime Run Emporium,14287,7/11/2023,North,Punjab,Ludhiana,Boots,1596,54,86184,25824.72606,Online
Top Footwear Place,80001,10/1/2019,East,West Bengal,Darjeeling,Boots,4656,62,288672,50592.67816,Online
Quality Step Outlet,73022,11/25/2021,South,Karnataka,Bengaluru,Heels,4850,16,77600,10170.25354,Online
Prime Fashion Outlet,76367,10/17/2021,South,Karnataka,Bengaluru,Sneakers,2281,54,123174,18982.67118,Online
Prime Run Hub,46837,2/2/2018,South,Karnataka,Mysore,Sandals,803,4,3212,399.6599008,Offline
Top Trend Company,29981,12/31/2020,North,Punjab,Ludhiana,Sneakers,2450,51,124950,14267.951,Online
Reliable Walk Boutique,25626,5/3/2023,North,Punjab,Ludhiana,Heels,4550,22,100100,26276.65897,Offline
Urban Trend Place,35234,11/4/2019,West,Maharashtra,Pune,Heels,3194,53,169282,22870.07104,Offline
Great Step Place,42978,4/26/2023,North,Punjab,Amritsar,Formal Shoes,1717,85,145945,29380.0169,Offline
Fresh Journey Place,36243,3/5/2018,East,West Bengal,Darjeeling,Sandals,2013,32,64416,9820.356887,Online
Urban Shoe Place,48908,5/19/2023,West,Maharashtra,Mumbai,Sandals,3433,23,78959,8525.92616,Online
New Step Mart,44273,1/29/2023,East,West Bengal,Kolkata,Sneakers,4890,9,44010,6245.652938,Online
Quality Journey Mart,98714,3/18/2021,North,Punjab,Jalandhar,Boots,4217,12,50604,13843.99965,Offline
Prime Trend Co,28439,12/25/2023,South,Karnataka,Mysore,Boots,1086,62,67332,10491.65928,Offline
Great Style Boutique,36829,10/8/2022,North,Punjab,Ludhiana,Sneakers,767,35,26845,2986.700228,Online
Prime Shoe Place,51233,11/4/2019,South,Tamil Nadu,Chennai,Sandals,1238,58,71804,8757.792483,Online
Urban Walk Place,23524,1/5/2022,East,West Bengal,Howrah,Boots,4831,18,86958,24092.75584,Online
Fresh Path Mart,30299,10/10/2023,South,Karnataka,Bengaluru,Boots,3537,89,314793,59299.39652,Online
New Run Boutique,77711,12/17/2018,East,West Bengal,Darjeeling,Sandals,1114,12,13368,3149.066091,Offline
New Fashion Mart,17319,6/7/2021,East,West Bengal,Kolkata,Boots,2284,97,221548,28005.36512,Offline
Fresh Path Company,53667,6/24/2021,South,Karnataka,Mysore,Sandals,3002,98,294196,52820.91928,Online
Great Fashion Hub,10423,9/29/2021,West,Maharashtra,Pune,Heels,2984,63,187992,26143.19032,Online
Quality Walk Hub,34891,1/22/2018,West,Maharashtra,Mumbai,Sandals,3946,97,382762,77693.38591,Offline
Fresh Path Company,53667,8/29/2021,South,Karnataka,Mysore,Sandals,1282,39,49998,10756.30087,Offline
New Step Outlet,56788,3/11/2021,East,West Bengal,Darjeeling,Sneakers,1577,90,141930,36177.28059,Online
Urban Style Store,30361,8/3/2022,West,Maharashtra,Pune,Sneakers,507,81,41067,11548.94406,Offline
Top Style Co,28078,1/14/2023,West,Maharashtra,Pune,Formal Shoes,2418,50,120900,21726.54441,Online
Best Journey Boutique,77242,3/20/2019,North,Punjab,Amritsar,Formal Shoes,1535,21,32235,6866.424321,Offline
Fresh Style Boutique,48028,4/5/2020,North,Punjab,Amritsar,Heels,2563,58,148654,28807.31246,Online
Urban Journey Outlet,93467,11/27/2023,South,Karnataka,Hubli,Sandals,4756,98,466088,69070.72746,Offline
Great Run Outlet,21965,12/26/2020,South,Tamil Nadu,Madurai,Sandals,2123,3,6369,1140.85369,Online
Reliable Fashion Mart,86336,9/19/2021,North,Punjab,Jalandhar,Boots,1319,13,17147,4470.136277,Online
Exclusive Trend Boutique,36180,7/31/2020,South,Karnataka,Bengaluru,Heels,4296,99,425304,81126.20355,Online
Prime Step Company,17492,12/1/2019,North,Punjab,Jalandhar,Boots,4133,68,281044,43010.20498,Online
Great Journey Store,15415,7/8/2021,West,Maharashtra,Nagpur,Heels,2588,77,199276,22828.52691,Offline
Prime Run Emporium,14287,5/8/2019,East,West Bengal,Darjeeling,Heels,2605,4,10420,2962.703775,Offline
Best Footwear Boutique,54410,4/17/2019,West,Maharashtra,Nagpur,Formal Shoes,4974,80,397920,51291.75651,Online
Best Shoe Outlet,21625,3/19/2019,West,Maharashtra,Nagpur,Formal Shoes,1646,57,93822,20658.97589,Offline
Fresh Footwear Emporium,69166,2/20/2019,West,Maharashtra,Nagpur,Heels,3042,16,48672,11447.60841,Offline
Top Shoe Boutique,70911,7/12/2020,South,Tamil Nadu,Madurai,Sandals,3474,56,194544,43921.63483,Offline
New Run Store,99541,6/16/2020,West,Maharashtra,Mumbai,Heels,3545,46,163070,24927.25856,Online
Best Fashion Co,77338,12/17/2022,East,West Bengal,Kolkata,Sandals,1381,64,88384,21732.44791,Offline
Reliable Run Co,30549,5/17/2018,South,Karnataka,Mysore,Heels,3305,77,254485,25667.19641,Offline
New Fashion Mart,17319,5/6/2018,North,Punjab,Amritsar,Heels,2459,68,167212,24173.34699,Online
Best Fashion Boutique,78261,5/7/2023,East,West Bengal,Darjeeling,Heels,2074,97,201178,60138.59796,Offline
New Style Company,34462,1/17/2021,South,Tamil Nadu,Coimbatore,Formal Shoes,3980,93,370140,37759.29399,Online
Quality Step Store,63926,1/30/2019,East,West Bengal,Howrah,Heels,519,19,9861,2628.798489,Offline
Reliable Trend Store,73756,2/10/2023,North,Punjab,Amritsar,Boots,3623,98,355054,52541.76274,Offline
Exclusive Step Store,58842,11/12/2022,East,West Bengal,Darjeeling,Formal Shoes,3923,56,219688,50541.84377,Offline
New Walk Store,63327,1/12/2020,East,West Bengal,Kolkata,Sandals,4774,27,128898,36222.50333,Offline
Great Journey Company,64864,6/8/2020,South,Karnataka,Bengaluru,Sneakers,595,63,37485,11066.11492,Offline
New Step Mart,44273,3/9/2020,South,Karnataka,Bengaluru,Heels,862,97,83614,11323.16433,Offline
Prime Walk Outlet,84698,8/22/2020,West,Maharashtra,Mumbai,Boots,4991,65,324415,64745.31446,Online
Best Shoe Outlet,21625,12/21/2023,South,Karnataka,Bengaluru,Formal Shoes,929,9,8361,1102.085294,Offline
Urban Fashion Store,66946,10/16/2022,West,Maharashtra,Mumbai,Formal Shoes,4150,38,157700,23452.22531,Online
Quality Journey Emporium,33351,1/6/2018,North,Punjab,Amritsar,Sandals,3202,54,172908,24466.71067,Online
Reliable Fashion Mart,86336,3/23/2022,East,West Bengal,Darjeeling,Formal Shoes,1860,68,126480,15200.29601,Online
Exclusive Journey Store,81968,3/29/2022,South,Karnataka,Hubli,Sandals,4742,37,175454,29083.00506,Online
Reliable Trend Store,73756,5/6/2020,West,Maharashtra,Nagpur,Heels,2373,37,87801,9800.914521,Online
Great Fashion Co,29437,10/30/2018,South,Karnataka,Bengaluru,Boots,1041,51,53091,15392.64173,Offline
Exclusive Fashion Place,59844,4/24/2023,South,Karnataka,Hubli,Formal Shoes,938,75,70350,8495.612829,Online
Great Footwear Company,40913,1/29/2022,East,West Bengal,Darjeeling,Formal Shoes,2647,70,185290,40359.01143,Offline
Quality Journey Hub,81928,2/23/2021,North,Punjab,Jalandhar,Sandals,4514,1,4514,1189.666597,Online
Reliable Journey Store,89527,11/18/2023,East,West Bengal,Howrah,Sandals,4425,26,115050,30659.80023,Online
Best Trend Co,22065,10/31/2023,South,Karnataka,Hubli,Sandals,4237,90,381330,53206.89332,Online
Quality Journey Hub,81928,10/4/2018,South,Karnataka,Mysore,Heels,1681,22,36982,3947.902921,Online
Great Trend Emporium,93867,11/2/2022,South,Karnataka,Mysore,Heels,4776,40,191040,25812.27343,Offline
Quality Journey Emporium,33351,6/18/2018,South,Tamil Nadu,Madurai,Heels,1910,67,127970,37251.90967,Offline
Great Run Place,72664,2/5/2021,North,Punjab,Ludhiana,Formal Shoes,4831,77,371987,50505.687,Offline
Reliable Path Store,58471,12/28/2020,West,Maharashtra,Nagpur,Sandals,1052,73,76796,12794.13219,Online
Fresh Footwear Boutique,66425,6/12/2020,South,Tamil Nadu,Chennai,Sneakers,3231,87,281097,84241.3971,Online
Urban Journey Company,32934,5/13/2021,West,Maharashtra,Pune,Sandals,2137,3,6411,1002.443898,Offline
Top Path Emporium,46367,10/31/2022,South,Karnataka,Hubli,Sandals,3643,60,218580,31868.79382,Online
Fresh Footwear Boutique,66425,9/17/2020,West,Maharashtra,Mumbai,Formal Shoes,1169,48,56112,16728.10629,Online
Quality Shoe Place,38042,10/9/2018,West,Maharashtra,Mumbai,Sneakers,3340,25,83500,11788.29256,Online
Prime Fashion Outlet,76367,1/1/2019,West,Maharashtra,Pune,Sneakers,3578,87,311286,56236.17476,Online
Prime Shoe Hub,48103,3/4/2020,South,Karnataka,Hubli,Heels,1994,46,91724,11487.42715,Online
Top Trend Hub,82785,10/14/2020,East,West Bengal,Darjeeling,Sneakers,3848,33,126984,22693.21285,Online
Top Fashion Hub,87249,12/27/2019,West,Maharashtra,Nagpur,Sandals,4808,89,427912,108330.9192,Online
Fresh Fashion Emporium,91413,7/11/2019,South,Karnataka,Mysore,Formal Shoes,3655,2,7310,1699.438664,Offline
Top Journey Mart,54005,9/23/2018,South,Karnataka,Mysore,Sandals,3520,60,211200,28951.95071,Offline
Great Trend Hub,77223,11/16/2021,South,Karnataka,Hubli,Sneakers,4989,23,114747,32817.58953,Online
Top Fashion Outlet,39127,9/23/2021,South,Karnataka,Bengaluru,Heels,2830,62,175460,24132.51506,Offline
Urban Step Mart,19093,4/4/2020,South,Tamil Nadu,Chennai,Heels,4017,38,152646,42475.03057,Online
Fresh Journey Place,36243,5/9/2021,East,West Bengal,Kolkata,Heels,1362,69,93978,17659.60509,Offline
Quality Footwear Emporium,84613,11/22/2020,South,Karnataka,Bengaluru,Sandals,4258,77,327866,82001.29951,Online
Prime Shoe Mart,78859,3/19/2018,West,Maharashtra,Nagpur,Boots,4087,37,151219,41688.12529,Offline
Quality Journey Hub,81928,8/2/2023,East,West Bengal,Darjeeling,Heels,3571,43,153553,31075.25815,Offline
Prime Trend Mart,45695,12/18/2019,West,Maharashtra,Pune,Boots,751,6,4506,455.7121546,Offline
New Footwear Outlet,53960,9/5/2020,North,Punjab,Ludhiana,Boots,1873,45,84285,16741.77127,Offline
Quality Walk Store,22162,2/27/2018,East,West Bengal,Kolkata,Sandals,1188,7,8316,1441.645372,Offline
Exclusive Shoe Place,46628,11/21/2020,West,Maharashtra,Pune,Heels,4142,90,372780,59863.80631,Online
Prime Walk Outlet,84698,12/12/2020,South,Tamil Nadu,Chennai,Formal Shoes,817,89,72713,19302.47406,Offline
Quality Walk Emporium,54015,5/8/2020,East,West Bengal,Kolkata,Sneakers,1034,17,17578,3364.151703,Offline
Exclusive Footwear Hub,46983,10/23/2021,West,Maharashtra,Mumbai,Sandals,4216,67,282472,67595.27953,Online
Reliable Shoe Place,73287,9/8/2021,West,Maharashtra,Pune,Heels,4864,44,214016,25110.40039,Offline
Best Path Store,35884,7/18/2019,North,Punjab,Ludhiana,Heels,4410,88,388080,76443.97316,Online
Top Run Emporium,50829,2/23/2018,South,Tamil Nadu,Coimbatore,Sandals,842,27,22734,4832.354506,Offline
Exclusive Fashion Company,17588,6/5/2019,South,Karnataka,Bengaluru,Formal Shoes,2557,31,79267,13760.36817,Offline
Great Fashion Hub,10423,8/12/2019,South,Tamil Nadu,Chennai,Sandals,1372,21,28812,6525.438005,Online
Great Trend Company,21890,11/10/2022,West,Maharashtra,Mumbai,Formal Shoes,1071,88,94248,23064.62252,Offline
Great Run Outlet,21965,9/10/2021,North,Punjab,Jalandhar,Sandals,4425,71,314175,91488.72919,Offline
Top Path Emporium,46367,2/8/2018,West,Maharashtra,Mumbai,Boots,3497,1,3497,490.7662839,Online
Prime Shoe Emporium,81135,9/4/2019,East,West Bengal,Kolkata,Sandals,1384,6,8304,2362.471762,Online
Quality Journey Emporium,33351,7/20/2022,East,West Bengal,Howrah,Boots,1134,18,20412,2411.921542,Offline
Best Journey Emporium,71418,2/14/2021,North,Punjab,Ludhiana,Boots,962,6,5772,1090.268789,Offline
Reliable Style Boutique,71882,11/8/2021,East,West Bengal,Kolkata,Heels,1050,66,69300,20036.15871,Offline
Urban Style Store,30361,2/29/2020,East,West Bengal,Howrah,Boots,1054,87,91698,13522.64439,Offline
Great Walk Mart,82118,3/3/2022,East,West Bengal,Howrah,Heels,2512,45,113040,30844.56258,Offline
Prime Walk Boutique,83635,7/27/2021,North,Punjab,Jalandhar,Formal Shoes,4687,84,393708,96249.78878,Offline
Quality Style Boutique,16925,6/6/2018,West,Maharashtra,Pune,Sandals,2691,35,94185,26394.8451,Online
Quality Footwear Emporium,84613,5/4/2023,South,Tamil Nadu,Chennai,Formal Shoes,2726,39,106314,24146.94786,Online
Prime Fashion Company,71405,7/29/2020,West,Maharashtra,Pune,Formal Shoes,790,63,49770,11337.40919,Online
Reliable Step Place,20641,2/8/2021,East,West Bengal,Darjeeling,Formal Shoes,4394,37,162578,18524.35466,Online
Reliable Shoe Company,33198,5/10/2019,South,Karnataka,Bengaluru,Boots,3132,16,50112,13314.25745,Online
Prime Walk Boutique,83635,12/24/2018,North,Punjab,Ludhiana,Boots,1718,30,51540,8127.81038,Online
Prime Step Company,17492,3/5/2019,West,Maharashtra,Mumbai,Sandals,2299,32,73568,8234.493693,Offline
Quality Step Store,63926,7/19/2020,South,Tamil Nadu,Chennai,Sandals,3744,8,29952,4418.875734,Online
Best Fashion Company,45328,5/9/2020,South,Tamil Nadu,Coimbatore,Sneakers,2034,43,87462,11457.06996,Offline
Top Step Store,39832,12/12/2023,South,Tamil Nadu,Madurai,Sneakers,1593,65,103545,29709.4404,Online
New Run Store,99541,9/29/2020,South,Karnataka,Hubli,Sneakers,760,53,40280,6857.729821,Offline
Great Walk Mart,82118,5/2/2018,East,West Bengal,Howrah,Sandals,823,23,18929,3916.091043,Online
Urban Style Store,30361,4/17/2021,North,Punjab,Jalandhar,Heels,1446,23,33258,7895.762913,Online
New Footwear Co,23352,10/11/2019,South,Karnataka,Bengaluru,Formal Shoes,3489,95,331455,97064.72506,Offline
New Run Mart,72662,6/30/2023,South,Karnataka,Mysore,Sandals,1624,22,35728,4360.159036,Offline
Top Fashion Mart,42268,6/15/2020,West,Maharashtra,Mumbai,Sneakers,2567,33,84711,13303.52734,Offline
Fresh Fashion Hub,18797,10/9/2023,South,Tamil Nadu,Madurai,Formal Shoes,1036,49,50764,8615.294133,Online
Best Step Co,89317,12/26/2023,South,Karnataka,Bengaluru,Boots,2512,38,95456,18592.47312,Online
Great Run Outlet,21965,4/4/2020,North,Punjab,Jalandhar,Sandals,3162,36,113832,18485.29544,Online
Great Trend Outlet,55090,6/25/2022,North,Punjab,Amritsar,Formal Shoes,2166,82,177612,48555.79015,Offline
Prime Step Company,17492,1/5/2021,North,Punjab,Ludhiana,Sneakers,2190,75,164250,42976.53649,Offline
Best Fashion Company,45328,9/15/2019,South,Karnataka,Mysore,Sneakers,4062,63,255906,26117.89722,Online
Reliable Run Co,30549,3/24/2020,North,Punjab,Jalandhar,Heels,4610,87,401070,50380.68929,Offline
Reliable Path Store,58471,2/23/2019,South,Tamil Nadu,Chennai,Sneakers,3692,53,195676,46463.8498,Offline
Reliable Journey Store,89527,10/11/2021,North,Punjab,Amritsar,Sandals,4785,10,47850,12635.31095,Offline
Prime Trend Mart,45695,12/15/2018,West,Maharashtra,Mumbai,Formal Shoes,852,86,73272,20554.5259,Online
Fresh Footwear Boutique,66425,1/17/2023,East,West Bengal,Howrah,Sneakers,3938,37,145706,43336.03344,Offline
Prime Fashion Company,71405,12/24/2020,West,Maharashtra,Pune,Formal Shoes,1141,84,95844,11940.65845,Offline
Quality Step Outlet,73022,2/14/2022,North,Punjab,Ludhiana,Boots,573,28,16044,2612.480033,Online
Quality Style Hub,41615,8/21/2023,South,Tamil Nadu,Coimbatore,Boots,1057,40,42280,10649.52918,Offline
Fresh Footwear Boutique,66425,3/26/2023,West,Maharashtra,Mumbai,Boots,2098,25,52450,10454.25796,Online
Top Footwear Company,82005,5/31/2020,West,Maharashtra,Mumbai,Formal Shoes,2541,81,205821,35163.53392,Offline
Quality Shoe Boutique,73363,11/26/2019,West,Maharashtra,Pune,Boots,3490,13,45370,11964.45052,Online
New Shoe Mart,10980,4/16/2020,South,Karnataka,Mysore,Heels,1356,7,9492,2228.268677,Offline
Best Fashion Emporium,82971,3/2/2023,South,Karnataka,Hubli,Sneakers,4518,80,361440,107411.7484,Offline
Exclusive Shoe Emporium,69193,2/7/2023,East,West Bengal,Kolkata,Formal Shoes,1638,60,98280,23816.96627,Offline
New Footwear Outlet,53960,10/10/2021,East,West Bengal,Darjeeling,Sandals,929,44,40876,7299.314228,Online
Top Run Store,99097,9/2/2020,South,Karnataka,Mysore,Formal Shoes,3140,36,113040,31589.9951,Online
Great Journey Company,64864,3/4/2021,North,Punjab,Ludhiana,Sneakers,3555,35,124425,25819.4826,Offline
Reliable Run Co,30549,12/23/2018,South,Tamil Nadu,Madurai,Heels,4237,13,55081,10911.56393,Offline
Great Trend Emporium,93867,12/2/2022,North,Punjab,Jalandhar,Formal Shoes,4438,23,102074,13879.52804,Online
Reliable Journey Store,89527,11/8/2018,North,Punjab,Jalandhar,Boots,2893,27,78111,16027.76918,Online
Best Fashion Co,77338,11/22/2018,South,Tamil Nadu,Chennai,Boots,3219,96,309024,72533.46521,Online
Reliable Journey Emporium,27590,9/4/2019,East,West Bengal,Kolkata,Heels,2579,88,226952,67615.76537,Online
Quality Path Boutique,38392,7/21/2022,East,West Bengal,Darjeeling,Boots,561,18,10098,2048.801353,Offline
Prime Fashion Company,71405,10/13/2021,East,West Bengal,Kolkata,Sneakers,3201,41,131241,27334.61878,Offline
Reliable Shoe Mart,99510,5/23/2023,North,Punjab,Ludhiana,Heels,4204,75,315300,87309.43703,Offline
Exclusive Shoe Place,46628,3/23/2019,North,Punjab,Jalandhar,Sandals,3028,81,245268,38705.66166,Offline
Fresh Path Co,14643,9/17/2021,West,Maharashtra,Mumbai,Boots,996,13,12948,3294.224958,Offline
Exclusive Run Co,48480,2/24/2022,North,Punjab,Jalandhar,Heels,2953,96,283488,60468.60622,Online
Top Trend Place,74681,10/16/2023,West,Maharashtra,Pune,Formal Shoes,3215,43,138245,24621.8985,Online
Prime Trend Mart,45695,2/25/2020,East,West Bengal,Kolkata,Boots,2562,23,58926,16630.87412,Offline
Prime Shoe Mart,78859,9/30/2022,East,West Bengal,Darjeeling,Formal Shoes,3370,42,141540,25043.60165,Online
New Style Store,27780,9/8/2022,North,Punjab,Jalandhar,Sandals,2612,10,26120,3382.421527,Online
Fresh Path Company,53667,11/25/2021,South,Tamil Nadu,Madurai,Formal Shoes,4455,96,427680,69694.12564,Offline
New Path Store,64747,8/27/2022,North,Punjab,Ludhiana,Formal Shoes,2959,93,275187,75434.45881,Offline
Urban Path Hub,32675,12/14/2021,South,Karnataka,Mysore,Boots,1896,69,130824,20814.76217,Offline
Fresh Footwear Store,20598,9/25/2022,East,West Bengal,Kolkata,Heels,3340,16,53440,13912.25644,Online
New Run Place,24711,8/20/2022,South,Tamil Nadu,Madurai,Sneakers,2071,94,194674,34925.35338,Online
Prime Shoe Place,51233,10/29/2019,North,Punjab,Ludhiana,Boots,4091,59,241369,31585.73297,Offline
Fresh Path Mart,30299,12/15/2022,North,Punjab,Amritsar,Boots,2786,2,5572,662.9256655,Offline
New Step Outlet,56788,9/10/2019,South,Karnataka,Hubli,Heels,2104,49,103096,20285.1969,Offline
Great Trend Company,21890,4/1/2019,South,Tamil Nadu,Coimbatore,Heels,3094,98,303212,40972.65366,Offline
Fresh Path Mart,30299,3/5/2021,North,Punjab,Jalandhar,Heels,1818,85,154530,32832.21438,Offline
Great Shoe Co,39528,7/25/2023,North,Punjab,Ludhiana,Formal Shoes,1222,43,52546,11624.623,Offline
Top Fashion Mart,42268,1/22/2022,West,Maharashtra,Pune,Formal Shoes,1334,15,20010,4639.136391,Online
Great Step Co,54022,1/25/2018,West,Maharashtra,Nagpur,Heels,4531,74,335294,91802.31789,Online
Top Footwear Co,33817,11/25/2021,South,Tamil Nadu,Chennai,Sandals,3494,40,139760,25027.62741,Offline
Prime Walk Boutique,83635,9/15/2022,East,West Bengal,Darjeeling,Sneakers,894,32,28608,3124.489816,Online
Best Fashion Boutique,78261,10/10/2018,West,Maharashtra,Nagpur,Heels,3833,15,57495,7374.707481,Offline
Exclusive Footwear Boutique,22382,12/11/2019,South,Karnataka,Mysore,Sandals,720,75,54000,14563.07754,Online
Best Fashion Company,45328,5/29/2020,North,Punjab,Amritsar,Heels,1107,86,95202,25815.95105,Online
Prime Step Company,17492,9/18/2021,West,Maharashtra,Pune,Sandals,3856,95,366320,106627.3113,Offline
Top Trend Company,29981,6/4/2020,South,Karnataka,Bengaluru,Sneakers,2738,27,73926,18762.38023,Online
Reliable Run Boutique,51945,8/28/2021,West,Maharashtra,Mumbai,Boots,4481,42,188202,32482.24632,Offline
Reliable Style Mart,20591,1/14/2019,East,West Bengal,Darjeeling,Sneakers,4175,66,275550,55724.52669,Online
Great Fashion Mart,69107,1/3/2020,South,Tamil Nadu,Chennai,Heels,3250,64,208000,34206.11328,Online
Exclusive Shoe Place,46628,3/2/2018,North,Punjab,Ludhiana,Heels,3619,30,108570,16430.7868,Offline
Fresh Path Co,14643,1/22/2021,West,Maharashtra,Mumbai,Formal Shoes,2724,91,247884,69543.67825,Online
Prime Trend Mart,45695,2/18/2020,North,Punjab,Ludhiana,Sneakers,4509,75,338175,50956.87343,Offline
Reliable Fashion Mart,86336,1/25/2022,East,West Bengal,Darjeeling,Heels,888,19,16872,2277.993656,Offline
New Run Mart,72662,1/15/2023,South,Karnataka,Hubli,Formal Shoes,4271,61,260531,52756.08073,Offline
Prime Fashion Company,71405,3/23/2022,South,Karnataka,Hubli,Sandals,4788,78,373464,107695.4344,Online
Great Step Place,42978,6/19/2021,South,Karnataka,Mysore,Sandals,4665,81,377865,91211.26374,Offline
Great Path Outlet,68821,4/15/2018,South,Tamil Nadu,Chennai,Boots,1133,75,84975,21743.60633,Online
Fresh Step Emporium,75859,12/3/2021,South,Tamil Nadu,Coimbatore,Formal Shoes,3013,15,45195,6058.024978,Online
Exclusive Journey Store,81968,6/14/2023,East,West Bengal,Howrah,Sandals,1932,55,106260,16380.57796,Online
Best Fashion Company,45328,8/25/2018,South,Karnataka,Bengaluru,Heels,1431,2,2862,369.634966,Online
Top Path Emporium,46367,4/5/2021,South,Tamil Nadu,Madurai,Sneakers,3927,11,43197,6773.165123,Online
Prime Walk Outlet,84698,10/10/2021,North,Punjab,Amritsar,Sneakers,1578,35,55230,11396.00612,Offline
Great Run Store,43888,9/26/2023,South,Karnataka,Bengaluru,Heels,2265,19,43035,10064.40367,Online
Top Trend Place,74681,10/11/2023,West,Maharashtra,Pune,Formal Shoes,586,30,17580,3834.297944,Offline
